Human readable time,Voltage(V),Current(A),Resistance(Ohms),ADR temp
2017-07-25 11:10:29.780393,0.001,0.001,-132.328,2.9
2017-07-25 11:10:30.781818,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:10:31.783083,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:10:32.784430,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:10:33.785731,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:10:34.786980,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:10:35.788164,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:10:36.789382,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:10:37.790560,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:10:38.791745,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:10:39.792898,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:10:40.794132,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:10:41.795413,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:10:42.796781,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:10:43.798110,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:10:44.799494,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:10:45.800680,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:10:46.801528,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:10:47.803242,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:10:48.804421,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:10:49.805660,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:10:50.806922,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:10:51.808198,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:10:52.809598,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:10:53.810862,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:10:54.812139,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:10:55.813340,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:10:56.814584,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:10:57.814931,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:10:58.815366,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:10:59.816704,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:11:00.817942,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:11:01.819203,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:11:02.820398,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:11:03.821682,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:11:04.822864,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:11:05.824076,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:11:06.825238,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:11:07.825652,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:11:08.826982,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:11:09.828698,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:11:10.829894,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:11:11.831070,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:11:12.832301,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:11:13.833558,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:11:14.834832,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:11:15.836194,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:11:16.837519,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:11:17.838691,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:11:18.839871,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:11:19.841101,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:11:20.842453,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:11:21.843616,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:11:22.844880,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:11:23.846108,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:11:24.847293,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:11:25.848810,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:11:26.849506,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:11:27.850770,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:11:28.851964,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:11:29.853129,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:11:30.854357,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:11:31.855611,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:11:32.856863,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:11:33.858090,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:11:34.859438,0.16,1.5,0.017781333333333333,2.9
2017-07-25 11:11:36.861945,0.16,1.5,0.017781333333333333,2.8
2017-07-25 11:11:38.864327,0.16,1.5,0.017781333333333333,2.6999999999999997
2017-07-25 11:11:40.866799,0.16,1.5,0.017781333333333333,2.5999999999999996
2017-07-25 11:11:42.869142,0.16,1.5,0.017781333333333333,2.4999999999999996
2017-07-25 11:11:44.871598,0.16,1.5,0.017781333333333333,2.3999999999999995
2017-07-25 11:11:46.874023,0.16,1.5,0.017781333333333333,2.2999999999999994
2017-07-25 11:11:48.876765,0.16,1.5,0.017781333333333333,2.1999999999999993
2017-07-25 11:11:50.879264,0.16,1.5,0.017781333333333333,2.099999999999999
2017-07-25 11:11:52.881557,0.16,1.5,0.017781333333333333,1.9999999999999991
2017-07-25 11:11:54.884317,0.16,1.5,0.017781333333333333,1.899999999999999
2017-07-25 11:11:56.886746,0.16,1.5,0.017781333333333333,1.799999999999999
2017-07-25 11:11:58.889097,0.16,1.5,0.017781333333333333,1.6999999999999988
2017-07-25 11:12:00.891526,0.16,1.5,0.017781333333333333,1.5999999999999988
2017-07-25 11:12:02.894056,0.16,1.5,0.017781333333333333,1.4999999999999987
2017-07-25 11:12:04.896468,0.16,1.5,0.017781333333333333,1.3999999999999986
2017-07-25 11:12:06.898970,0.16,1.5,0.017781333333333333,1.2999999999999985
2017-07-25 11:12:08.901313,0.16,1.5,0.017781333333333333,1.1999999999999984
2017-07-25 11:12:10.903563,0.16,1.5,0.017781333333333333,1.0999999999999983
2017-07-25 11:12:12.905855,0.16,1.5,0.017781333333333333,0.9999999999999983
2017-07-25 11:12:14.908114,0.16,1.5,0.017781333333333333,0.8999999999999984
2017-07-25 11:12:16.910389,0.16,1.5,0.017781333333333333,0.7999999999999984
2017-07-25 11:12:18.911885,0.16,1.5,0.017781333333333333,0.6999999999999984
2017-07-25 11:12:20.914590,0.16,1.5,0.017781333333333333,0.5999999999999984
2017-07-25 11:12:22.917081,0.16,1.5,0.017781333333333333,0.49999999999999845
2017-07-25 11:12:24.919479,0.16,1.5,0.017781333333333333,0.39999999999999847
2017-07-25 11:12:26.921966,0.16,1.5,0.017781333333333333,0.2999999999999985
2017-07-25 11:12:28.924562,0.16,1.5,0.017781333333333333,0.19999999999999848
2017-07-25 11:12:30.926991,0.16,1.5,0.017781333333333333,0.18999999999999848
2017-07-25 11:12:32.928541,0.16,1.5,0.017781333333333333,0.17999999999999847
2017-07-25 11:12:34.930527,0.16,1.5,0.017781333333333333,0.16999999999999846
2017-07-25 11:12:36.932948,0.16,1.5,0.017781333333333333,0.15999999999999845
2017-07-25 11:12:38.935308,0.16,1.5,0.017781333333333333,0.15499999999999844
2017-07-25 11:12:40.937784,0.16,1.5,0.017781333333333333,0.15399999999999844
2017-07-25 11:12:42.940162,0.16,1.5,0.017781333333333333,0.15299999999999844
2017-07-25 11:12:44.942471,0.16,1.5,0.017781333333333333,0.15199999999999844
2017-07-25 11:12:46.944826,0.16,1.5,0.017781333333333333,0.15099999999999844
2017-07-25 11:12:48.947152,0.16,1.5,0.017781333333333333,0.15049999999999844
2017-07-25 11:12:51.950539,0.16,1.5,0.017781333333333333,0.15049999999999844
2017-07-25 11:12:54.954011,0.16,1.5,0.017781333333333333,0.15049999999999844
2017-07-25 11:12:57.957637,0.16,1.5,0.017781333333333333,0.15049999999999844
2017-07-25 11:13:00.961155,0.16,1.5,0.017781333333333333,0.15049999999999844
2017-07-25 11:13:03.963107,0.16,1.5,0.017781333333333333,0.15049999999999844
2017-07-25 11:13:06.966560,0.16,1.5,0.017781333333333333,0.15049999999999844
2017-07-25 11:13:09.969987,0.16,1.5,0.017781333333333333,0.15049999999999844
2017-07-25 11:13:12.973520,0.16,1.5,0.017781333333333333,0.15049999999999844
2017-07-25 11:13:15.977072,0.16,1.5,0.017781333333333333,0.15049999999999844
2017-07-25 11:13:18.980592,0.16,1.5,0.017781333333333333,0.15049999999999844
2017-07-25 11:13:21.983581,0.16,1.5,0.017781333333333333,0.15049999999999844
2017-07-25 11:13:24.986930,0.16,1.5,0.017781333333333333,0.15049999999999844
2017-07-25 11:13:27.990198,0.16,1.5,0.017781333333333333,0.15049999999999844
2017-07-25 11:13:30.993693,0.16,1.5,0.017781333333333333,0.15049999999999844
2017-07-25 11:13:33.997164,0.16,1.5,0.017781333333333333,0.15049999999999844
2017-07-25 11:13:37.000744,0.16,1.5,0.017781333333333333,0.15049999999999844
2017-07-25 11:13:40.003619,0.16,1.5,0.017781333333333333,0.15049999999999844
2017-07-25 11:13:43.007098,0.16,1.5,0.017781333333333333,0.15049999999999844
2017-07-25 11:13:46.010579,0.16,1.5,0.017781333333333333,0.15049999999999844
2017-07-25 11:13:49.014074,0.16,1.5,0.017781333333333333,0.15049999999999844
2017-07-25 11:13:52.017116,0.16,1.5,0.017781333333333333,0.15049999999999844
2017-07-25 11:13:55.020689,0.16,1.5,0.017781333333333333,0.15049999999999844
