Human readable time,Voltage(V),Current(A),Resistance(Ohms),ADR temp
2017-07-25 11:31:26.205322,0.001,0.001,-132.328,2.9
2017-07-25 11:31:27.206563,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:31:28.207860,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:31:29.209366,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:31:30.210894,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:31:31.212251,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:31:32.213554,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:31:33.214729,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:31:34.215989,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:31:35.217398,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:31:36.218755,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:31:37.220031,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:31:38.221281,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:31:39.222495,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:31:40.223677,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:31:41.224950,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:31:42.226141,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:31:43.227394,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:31:44.228633,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:31:45.229867,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:31:46.231139,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:31:47.232363,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:31:48.232650,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:31:49.233918,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:31:50.235350,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:31:51.236603,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:31:52.237873,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:31:53.239106,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:31:54.240348,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:31:55.241547,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:31:56.242813,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:31:57.244056,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:31:58.245319,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:31:59.246619,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:32:00.248060,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:32:01.249358,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:32:02.250750,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:32:03.251929,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:32:04.253187,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:32:05.254508,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:32:06.255839,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:32:07.257224,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:32:08.258579,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:32:09.259874,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:32:10.261350,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:32:11.262619,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:32:12.263914,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:32:13.265216,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:32:14.266453,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:32:15.267668,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:32:16.268995,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:32:17.270308,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:32:18.271575,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:32:19.271872,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:32:20.273337,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:32:21.274603,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:32:22.275988,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:32:23.277225,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:32:24.278544,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:32:25.280199,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:32:26.281522,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:32:27.282770,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:32:28.284067,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:32:29.285361,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:32:30.286781,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:32:31.287983,0.16,1.5,0.017781333333333333,2.9
2017-07-25 11:32:33.290378,0.16,1.5,0.017781333333333333,2.8
2017-07-25 11:32:35.292727,0.16,1.5,0.017781333333333333,2.6999999999999997
2017-07-25 11:32:37.295007,0.16,1.5,0.017781333333333333,2.5999999999999996
2017-07-25 11:32:39.297455,0.16,1.5,0.017781333333333333,2.4999999999999996
2017-07-25 11:32:41.299801,0.16,1.5,0.017781333333333333,2.3999999999999995
2017-07-25 11:32:43.302433,0.16,1.5,0.017781333333333333,2.2999999999999994
2017-07-25 11:32:45.304815,0.16,1.5,0.017781333333333333,2.1999999999999993
2017-07-25 11:32:47.307370,0.16,1.5,0.017781333333333333,2.099999999999999
2017-07-25 11:32:49.309865,0.16,1.5,0.017781333333333333,1.9999999999999991
2017-07-25 11:32:51.312464,0.16,1.5,0.017781333333333333,1.899999999999999
2017-07-25 11:32:53.314871,0.16,1.5,0.017781333333333333,1.799999999999999
2017-07-25 11:32:55.317261,0.16,1.5,0.017781333333333333,1.6999999999999988
2017-07-25 11:32:57.320061,0.16,1.5,0.017781333333333333,1.5999999999999988
2017-07-25 11:32:59.322801,0.16,1.5,0.017781333333333333,1.4999999999999987
2017-07-25 11:33:01.325079,0.16,1.5,0.017781333333333333,1.3999999999999986
2017-07-25 11:33:03.327496,0.16,1.5,0.017781333333333333,1.2999999999999985
2017-07-25 11:33:05.329980,0.16,1.5,0.017781333333333333,1.1999999999999984
2017-07-25 11:33:07.332741,0.16,1.5,0.017781333333333333,1.0999999999999983
2017-07-25 11:33:09.334646,0.16,1.5,0.017781333333333333,0.9999999999999983
2017-07-25 11:33:11.337191,0.16,1.5,0.017781333333333333,0.8999999999999984
2017-07-25 11:33:13.339874,0.16,1.5,0.017781333333333333,0.7999999999999984
2017-07-25 11:33:15.342382,0.16,1.5,0.017781333333333333,0.6999999999999984
2017-07-25 11:33:17.344911,0.16,1.5,0.017781333333333333,0.5999999999999984
2017-07-25 11:33:19.347294,0.16,1.5,0.017781333333333333,0.49999999999999845
2017-07-25 11:33:21.349762,0.16,1.5,0.017781333333333333,0.39999999999999847
2017-07-25 11:33:23.352164,0.16,1.5,0.017781333333333333,0.2999999999999985
2017-07-25 11:33:25.354520,0.16,1.5,0.017781333333333333,0.19999999999999848
2017-07-25 11:33:27.356916,0.16,1.5,0.017781333333333333,0.14999999999999847
2017-07-25 11:33:29.359260,0.16,1.5,0.017781333333333333,0.13999999999999846
2017-07-25 11:33:31.361661,0.16,1.5,0.017781333333333333,0.12999999999999845
2017-07-25 11:33:33.364467,0.16,1.5,0.017781333333333333,0.12499999999999845
2017-07-25 11:33:35.366956,0.16,1.5,0.017781333333333333,0.12399999999999844
2017-07-25 11:33:37.369410,0.16,1.5,0.017781333333333333,0.12299999999999844
2017-07-25 11:33:39.372055,0.16,1.5,0.017781333333333333,0.12199999999999844
2017-07-25 11:33:41.374484,0.16,1.5,0.017781333333333333,0.12099999999999844
2017-07-25 11:33:43.376978,0.16,1.5,0.017781333333333333,0.12049999999999844
2017-07-25 11:33:46.380344,0.16,1.5,0.017781333333333333,0.12049999999999844
2017-07-25 11:33:49.383903,0.16,1.5,0.017781333333333333,0.12049999999999844
2017-07-25 11:33:52.387377,0.16,1.5,0.017781333333333333,0.12049999999999844
2017-07-25 11:33:55.390915,0.16,1.5,0.017781333333333333,0.12049999999999844
2017-07-25 11:33:58.394612,0.16,1.5,0.017781333333333333,0.12049999999999844
2017-07-25 11:34:01.397810,0.16,1.5,0.017781333333333333,0.12049999999999844
2017-07-25 11:34:04.401256,0.16,1.5,0.017781333333333333,0.12049999999999844
2017-07-25 11:34:07.404831,0.16,1.5,0.017781333333333333,0.12049999999999844
2017-07-25 11:34:10.408259,0.16,1.5,0.017781333333333333,0.12049999999999844
2017-07-25 11:34:13.411902,0.16,1.5,0.017781333333333333,0.12049999999999844
2017-07-25 11:34:16.415685,0.16,1.5,0.017781333333333333,0.12049999999999844
2017-07-25 11:34:19.419320,0.16,1.5,0.017781333333333333,0.12049999999999844
2017-07-25 11:34:22.423043,0.16,1.5,0.017781333333333333,0.12049999999999844
2017-07-25 11:34:25.426640,0.16,1.5,0.017781333333333333,0.12049999999999844
2017-07-25 11:34:28.430308,0.16,1.5,0.017781333333333333,0.12049999999999844
2017-07-25 11:34:31.433785,0.16,1.5,0.017781333333333333,0.12049999999999844
2017-07-25 11:34:34.437369,0.16,1.5,0.017781333333333333,0.12049999999999844
2017-07-25 11:34:37.441283,0.16,1.5,0.017781333333333333,0.12049999999999844
2017-07-25 11:34:40.444824,0.16,1.5,0.017781333333333333,0.12049999999999844
2017-07-25 11:34:43.448722,0.16,1.5,0.017781333333333333,0.12049999999999844
2017-07-25 11:34:46.452282,0.16,1.5,0.017781333333333333,0.12049999999999844
2017-07-25 11:34:49.455815,0.16,1.5,0.017781333333333333,0.12049999999999844
2017-07-25 11:34:52.459393,0.16,1.5,0.017781333333333333,0.12049999999999844
2017-07-25 11:34:55.463054,0.16,1.5,0.017781333333333333,0.12049999999999844
2017-07-25 11:34:58.466516,0.16,1.5,0.017781333333333333,0.12049999999999844
2017-07-25 11:35:01.469943,0.16,1.5,0.017781333333333333,0.12049999999999844
2017-07-25 11:35:04.473410,0.16,1.5,0.017781333333333333,0.12049999999999844
2017-07-25 11:35:07.476969,0.16,1.5,0.017781333333333333,0.12049999999999844
2017-07-25 11:35:10.480146,0.16,1.5,0.017781333333333333,0.12049999999999844
2017-07-25 11:35:13.483835,0.16,1.5,0.017781333333333333,0.12049999999999844
2017-07-25 11:35:16.487314,0.16,1.5,0.017781333333333333,0.12049999999999844
2017-07-25 11:35:19.490867,0.16,1.5,0.017781333333333333,0.12049999999999844
2017-07-25 11:35:22.494231,0.16,1.5,0.017781333333333333,0.12049999999999844
2017-07-25 11:35:25.497353,0.16,1.5,0.017781333333333333,0.12049999999999844
2017-07-25 11:35:28.500834,0.16,1.5,0.017781333333333333,0.12049999999999844
2017-07-25 11:35:31.376614,0.16,1.5,0.017781333333333333,0.12049999999999844
