Human readable time,Voltage(V),Current(A),Resistance(Ohms),ADR temp
2017-07-25 11:23:53.792944,0.001,0.001,-132.328,2.9
2017-07-25 11:23:54.794221,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:23:55.795478,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:23:56.796248,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:23:57.797617,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:23:58.798847,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:23:59.800029,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:00.801263,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:01.802470,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:02.803738,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:03.804990,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:04.806231,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:05.807590,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:06.808820,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:07.810188,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:08.811423,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:09.812612,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:10.813841,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:11.815109,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:12.816371,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:13.817622,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:14.818798,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:15.820043,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:16.821333,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:17.822626,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:18.823882,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:19.825119,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:20.826353,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:21.827601,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:22.828784,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:23.829996,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:24.831235,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:25.832475,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:26.833673,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:27.834894,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:28.836134,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:29.837374,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:30.838643,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:31.839889,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:32.841154,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:33.842460,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:34.843712,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:35.845107,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:36.846531,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:37.847808,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:38.849085,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:39.850523,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:40.851861,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:41.853170,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:49.284828,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:50.286094,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:51.287352,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:52.288571,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:53.289873,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:54.291255,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:55.292516,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:56.293771,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:57.295128,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:58.296317,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:24:59.297533,0.1,10,-0.0033327999999999995,2.9
2017-07-25 11:25:00.298756,0.1,10,-0.0033327999999999995,2.9
