Human readable time,Voltage(V),Current(A),Resistance(Ohms),ADR temp
2017-07-25 13:58:23.071333,0.001,0.001,-132.328,2.9
2017-07-25 13:58:24.072557,0.1,10,-0.0033327999999999995,2.9
2017-07-25 13:58:25.073710,0.1,10,-0.0033327999999999995,2.9
2017-07-25 13:58:26.074904,0.1,10,-0.0033327999999999995,2.9
2017-07-25 13:58:27.076059,0.1,10,-0.0033327999999999995,2.9
2017-07-25 13:58:28.077346,0.1,10,-0.0033327999999999995,2.9
2017-07-25 13:58:29.078635,0.1,10,-0.0033327999999999995,2.9
2017-07-25 13:58:30.079506,0.1,10,-0.0033327999999999995,2.9
2017-07-25 13:58:31.080694,0.1,10,-0.0033327999999999995,2.9
2017-07-25 13:58:32.081974,0.1,10,-0.0033327999999999995,2.9
2017-07-25 13:58:33.083291,0.1,10,-0.0033327999999999995,2.9
2017-07-25 13:58:34.084527,0.1,10,-0.0033327999999999995,2.9
2017-07-25 13:58:35.085800,0.1,10,-0.0033327999999999995,2.9
2017-07-25 13:58:36.087077,0.1,10,-0.0033327999999999995,2.9
2017-07-25 13:58:37.088347,0.1,10,-0.0033327999999999995,2.9
2017-07-25 13:58:38.089572,0.1,10,-0.0033327999999999995,2.9
2017-07-25 13:58:39.090793,0.1,10,-0.0033327999999999995,2.9
2017-07-25 13:58:40.092034,0.1,10,-0.0033327999999999995,2.9
2017-07-25 13:58:41.093288,0.1,10,-0.0033327999999999995,2.9
2017-07-25 13:58:42.094498,0.1,10,-0.0033327999999999995,2.9
2017-07-25 13:58:43.095694,0.1,10,-0.0033327999999999995,2.9
2017-07-25 13:58:44.096870,0.1,10,-0.0033327999999999995,2.9
2017-07-25 13:58:45.098127,0.1,10,-0.0033327999999999995,2.9
2017-07-25 13:58:46.099497,0.1,10,-0.0033327999999999995,2.9
2017-07-25 13:58:47.100821,0.1,10,-0.0033327999999999995,2.9
2017-07-25 13:58:48.101584,0.1,10,-0.0033327999999999995,2.9
2017-07-25 13:58:49.102824,0.1,10,-0.0033327999999999995,2.9
2017-07-25 13:58:50.104022,0.1,10,-0.0033327999999999995,2.9
2017-07-25 13:58:51.105260,0.1,10,-0.0033327999999999995,2.9
2017-07-25 13:58:52.106509,0.1,10,-0.0033327999999999995,2.9
2017-07-25 13:58:53.107795,0.1,10,-0.0033327999999999995,2.9
2017-07-25 13:58:54.109076,0.1,10,-0.0033327999999999995,2.9
2017-07-25 13:58:55.110522,0.1,10,-0.0033327999999999995,2.9
2017-07-25 13:58:56.111748,0.1,10,-0.0033327999999999995,2.9
2017-07-25 13:58:57.113045,0.1,10,-0.0033327999999999995,2.9
2017-07-25 13:58:58.114258,0.1,10,-0.0033327999999999995,2.9
2017-07-25 13:58:59.115449,0.1,10,-0.0033327999999999995,2.9
2017-07-25 13:59:00.116688,0.1,10,-0.0033327999999999995,2.9
