Human readable time,Voltage(V),Current(A),Resistance(Ohms),ADR temp
2017-07-25 10:40:43.323651,0.001,0.001,-132.328,2.9
2017-07-25 10:40:44.324847,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:40:45.326044,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:40:46.327292,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:40:47.328591,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:40:48.329128,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:40:49.329713,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:40:50.329887,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:40:51.330807,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:40:52.331976,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:40:53.333193,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:40:54.334448,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:40:55.335710,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:40:56.336946,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:40:57.338184,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:40:58.339446,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:40:59.340680,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:00.341889,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:01.343058,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:02.344217,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:03.345407,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:04.346588,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:05.347820,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:06.349054,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:07.350251,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:08.351469,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:09.352723,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:10.354016,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:11.355380,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:12.356740,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:13.358195,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:14.359587,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:15.360931,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:16.362316,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:17.363667,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:18.365053,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:19.366272,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:20.367580,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:21.368899,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:22.370052,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:23.371267,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:24.372537,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:25.373747,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:26.374984,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:27.376237,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:28.377444,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:29.378775,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:30.380599,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:31.381980,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:32.382946,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:33.384339,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:34.385597,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:35.386859,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:36.388260,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:37.389475,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:38.391027,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:39.392207,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:40.393480,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:41.394816,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:42.396022,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:41:43.396407,0.1,10,-0.0033327999999999995,2.9
