Human readable time,Voltage(V),Current(A),Resistance(Ohms),ADR temp
2017-07-24 14:44:23.140700,0.001,0.001,-132.328,2.9
2017-07-24 14:44:24.141888,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:44:25.143132,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:44:26.144368,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:44:27.145620,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:44:28.146864,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:44:29.148159,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:44:30.149734,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:44:31.150133,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:44:32.150841,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:44:33.152072,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:44:34.153372,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:44:35.154680,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:44:36.155930,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:44:37.157187,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:44:38.158446,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:44:39.159698,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:44:40.160931,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:44:41.162191,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:44:42.163444,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:44:43.163907,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:44:44.165148,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:44:45.166421,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:44:46.167690,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:44:47.168973,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:44:48.170240,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:44:49.171534,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:44:50.172946,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:44:51.174185,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:44:52.175414,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:44:53.176640,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:44:54.177908,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:44:55.179152,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:44:56.180404,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:44:57.181642,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:44:58.182917,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:44:59.184170,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:45:00.185371,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:45:01.185791,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:45:02.187059,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:45:03.188308,0.1,10,-0.0033327999999999995,2.9
