Human readable time,Voltage(V),Current(A),Resistance(Ohms),ADR temp
2017-07-24 14:56:58.914104,0.001,0.001,-132.328,2.9
2017-07-24 14:56:59.915362,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:57:00.916683,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:57:01.917972,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:57:02.919368,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:57:03.920592,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:57:04.921899,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:57:05.923232,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:57:06.924512,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:57:07.925798,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:57:08.927008,0.1,10,-0.0033327999999999995,2.9
2017-07-24 14:57:09.928313,0.1,10,-0.0033327999999999995,2.9
