Human readable time,Voltage(V),Current(A),Resistance(Ohms),ADR temp
2017-07-25 10:46:27.751733,0.001,0.001,-132.328,2.9
2017-07-25 10:46:28.752800,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:46:29.754048,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:46:30.755382,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:46:31.756657,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:46:32.757826,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:46:33.759104,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:46:34.760370,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:46:35.761091,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:46:36.761840,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:46:37.762180,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:46:38.763547,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:46:39.764941,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:46:40.766279,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:46:41.767676,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:46:42.769008,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:46:43.770251,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:46:44.770698,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:46:45.771339,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:46:46.772698,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:46:47.773904,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:46:48.775114,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:46:49.776340,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:46:50.777674,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:46:51.778895,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:46:52.779718,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:46:53.781004,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:46:54.782243,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:46:55.783430,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:46:56.784715,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:46:57.786139,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:46:58.787351,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:46:59.788743,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:47:00.790151,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:47:01.791405,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:47:02.792599,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:47:03.792948,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:47:04.794127,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:47:05.795087,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:47:06.796243,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:47:07.797338,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:47:08.797964,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:47:09.799159,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:47:10.800321,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:47:11.801538,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:47:12.802812,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:47:13.804068,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:47:14.805328,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:47:15.806524,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:47:16.807741,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:47:17.809025,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:47:18.810227,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:47:19.810831,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:47:20.812056,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:47:21.813386,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:47:22.814622,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:47:23.815876,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:47:24.817073,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:47:25.818307,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:47:26.819534,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:47:27.820796,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:47:28.822005,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:47:29.823197,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:47:30.824408,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:47:31.825619,0.1,10,-0.0033327999999999995,2.9
2017-07-25 10:47:32.825872,0.16,1.5,0.017781333333333333,2.9
2017-07-25 10:47:34.827556,0.16,1.5,0.017781333333333333,2.8
2017-07-25 10:47:36.830083,0.16,1.5,0.017781333333333333,2.6999999999999997
2017-07-25 10:47:38.832549,0.16,1.5,0.017781333333333333,2.5999999999999996
2017-07-25 10:47:40.834919,0.16,1.5,0.017781333333333333,2.4999999999999996
2017-07-25 10:47:42.837342,0.16,1.5,0.017781333333333333,2.3999999999999995
2017-07-25 10:47:44.839688,0.16,1.5,0.017781333333333333,2.2999999999999994
2017-07-25 10:47:46.842090,0.16,1.5,0.017781333333333333,2.1999999999999993
2017-07-25 10:47:48.844465,0.16,1.5,0.017781333333333333,2.099999999999999
2017-07-25 10:47:50.846555,0.16,1.5,0.017781333333333333,1.9999999999999991
2017-07-25 10:47:52.848906,0.16,1.5,0.017781333333333333,1.899999999999999
2017-07-25 10:47:54.851357,0.16,1.5,0.017781333333333333,1.799999999999999
2017-07-25 10:47:56.853717,0.16,1.5,0.017781333333333333,1.6999999999999988
2017-07-25 10:47:58.855286,0.16,1.5,0.017781333333333333,1.5999999999999988
2017-07-25 10:48:00.857614,0.16,1.5,0.017781333333333333,1.4999999999999987
2017-07-25 10:48:02.860067,0.16,1.5,0.017781333333333333,1.3999999999999986
2017-07-25 10:48:04.861715,0.16,1.5,0.017781333333333333,1.2999999999999985
2017-07-25 10:48:06.864125,0.16,1.5,0.017781333333333333,1.1999999999999984
2017-07-25 10:48:08.866503,0.16,1.5,0.017781333333333333,1.0999999999999983
2017-07-25 10:48:10.869089,0.16,1.5,0.017781333333333333,0.9999999999999983
2017-07-25 10:48:12.870514,0.16,1.5,0.017781333333333333,0.8999999999999984
2017-07-25 10:48:14.872892,0.16,1.5,0.017781333333333333,0.7999999999999984
2017-07-25 10:48:16.875169,0.16,1.5,0.017781333333333333,0.6999999999999984
2017-07-25 10:48:18.877587,0.16,1.5,0.017781333333333333,0.5999999999999984
2017-07-25 10:48:20.880008,0.16,1.5,0.017781333333333333,0.49999999999999845
2017-07-25 10:48:22.882379,0.16,1.5,0.017781333333333333,0.39999999999999847
2017-07-25 10:48:24.884715,0.16,1.5,0.017781333333333333,0.2999999999999985
2017-07-25 10:48:26.887008,0.16,1.5,0.017781333333333333,0.19999999999999848
2017-07-25 10:48:28.888813,0.16,1.5,0.017781333333333333,0.18999999999999848
2017-07-25 10:48:30.891508,0.16,1.5,0.017781333333333333,0.17999999999999847
2017-07-25 10:48:32.893892,0.16,1.5,0.017781333333333333,0.16999999999999846
